Bin,Order,bino,Pfam,Description,IPR,Function,GO,gene,pi,coverage,length_with_coverage,sample,mean,std,Z-score
bin_226,Kiloniellales,bin.226_01430,PF00072,Response regulator receiver domain,IPR001789,"Signal transduction response regulator, receiver domain",GO:0000160,NODE_4501_length_30757_cov_8.735034_17,0.011379326,17.09725686,401,bin_226,0.004432167,0.003359567,2.067873158
bin_103,Rhizobiales,bin.103_01398,PF16177,Acetyl-coenzyme A synthetase N-terminus,IPR032387,"Acetyl-coenzyme A synthetase, N-terminal domain",-,NODE_67_length_12103_cov_4.200416_2,0.011341638,32.66997908,1912,bin_103,0.004432167,0.003359567,2.056655046
bin_103,Rhizobiales,bin.103_01398,PF13193,AMP-binding enzyme C-terminal domain,IPR025110,"AMP-binding enzyme, C-terminal domain",-,NODE_67_length_12103_cov_4.200416_2,0.011341638,32.66997908,1912,bin_103,0.004432167,0.003359567,2.056655046
bin_103,Rhizobiales,bin.103_01398,PF00501,AMP-binding enzyme,IPR000873,AMP-dependent synthetase/ligase,-,NODE_67_length_12103_cov_4.200416_2,0.011341638,32.66997908,1912,bin_103,0.004432167,0.003359567,2.056655046
bin_62,Pseudomonadales,bin.62_01994,PF02082,Iron-dependent Transcriptional regulator,IPR000944,Transcription regulator Rrf2,-,NODE_398842_length_1922_cov_2.562935_3,0.011240798,10.93625498,251,bin_62,0.004432167,0.003359567,2.026639275
bin_103,Rhizobiales,bin.103_02272,PF01084,Ribosomal protein S18,IPR001648,Ribosomal protein S18,GO:0003735|GO:0005840|GO:0006412,NODE_166_length_6387_cov_3.319810_3,0.011199175,24.00406504,246,bin_103,0.004432167,0.003359567,2.014249881
bin_33,Acidimicrobiales,bin.33_00149,PF02627,Carboxymuconolactone decarboxylase family,IPR003779,Carboxymuconolactone decarboxylase-like,GO:0051920,NODE_4006_length_33028_cov_301.560519_7,0.011106111,131.9738903,383,bin_33,0.004432167,0.003359567,1.986548693
bin_189,Rhizobiales,bin.189_02904,PF00420,NADH-ubiquinone/plastoquinone oxidoreductase chain 4L,IPR039428,NADH-ubiquinone oxidoreductase chain 4L/Mnh complex subunit C1-like,-,NODE_553160_length_1579_cov_4.980315_2,0.011076334,12.05673759,282,bin_189,0.004432167,0.003359567,1.977685349
bin_115,Nitriliruptorales,bin.115_03201,PF13847,Methyltransferase domain,IPR025714,Methyltransferase domain,-,NODE_86_length_8029_cov_14.435362_4,0.011066474,159.8098918,647,bin_115,0.004432167,0.003359567,1.974750447
bin_128,Rhizobiales,bin.128_02376,PF02445,Quinolinate synthetase A protein,IPR003473,Quinolinate synthetase A,GO:0008987|GO:0009435|GO:0051539,NODE_13656_length_15339_cov_31.694059_13,0.011035767,45.45314109,971,bin_128,0.004432167,0.003359567,1.965610281
bin_121,Rhodospirillales,bin.121_01273,PF06808,"Tripartite ATP-independent periplasmic transporter, DctM component",IPR010656,TRAP C4-dicarboxylate transport system permease DctM subunit,-,NODE_35714_length_8178_cov_17.276745_8,0.011019277,34.37755876,1319,bin_121,0.004432167,0.003359567,1.960701911
bin_103,Rhizobiales,bin.103_00191,PF00285,"Citrate synthase, C-terminal domain",IPR002020,Citrate synthase,GO:0046912,NODE_4_length_42089_cov_5.602637_17,0.010919897,34.51794872,1365,bin_103,0.004432167,0.003359567,1.931120719
bin_226,Kiloniellales,bin.226_02525,PF01717,"Cobalamin-independent synthase, Catalytic domain",IPR002629,"Cobalamin-independent methionine synthase MetE, C-terminal/archaeal",GO:0003871|GO:0008270|GO:0009086,NODE_10914_length_17707_cov_9.813052_8,0.010830664,25.74932615,1113,bin_226,0.004432167,0.003359567,1.904559856
bin_129,Rhodobacterales,bin.129_02941,PF00699,Urease beta subunit,IPR002019,"Urease, beta subunit",GO:0035550|GO:0043419,NODE_404767_length_1904_cov_24.005408_4,0.010721846,33.24183007,306,bin_129,0.004432167,0.003359567,1.872169374
bin_103,Rhizobiales,bin.103_02281,PF04545,"Sigma-70, region 4",IPR007630,RNA polymerase sigma-70 region 4,GO:0003700|GO:0006352|GO:0006355,NODE_167_length_6380_cov_5.189275_3,0.010690331,23.8172973,925,bin_103,0.004432167,0.003359567,1.862788701
bin_103,Rhizobiales,bin.103_02281,PF00140,"Sigma-70 factor, region 1.2",IPR009042,RNA polymerase sigma-70 region 1.2,GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987,NODE_167_length_6380_cov_5.189275_3,0.010690331,23.8172973,925,bin_103,0.004432167,0.003359567,1.862788701
bin_103,Rhizobiales,bin.103_02281,PF04542,Sigma-70 region 2,IPR007627,RNA polymerase sigma-70 region 2,GO:0003700|GO:0006352|GO:0006355,NODE_167_length_6380_cov_5.189275_3,0.010690331,23.8172973,925,bin_103,0.004432167,0.003359567,1.862788701
bin_103,Rhizobiales,bin.103_02276,PF00625,Guanylate kinase,IPR008145,Guanylate kinase/L-type calcium channel beta subunit,-,NODE_166_length_6387_cov_3.319810_7,0.010428761,33.74249605,633,bin_103,0.004432167,0.003359567,1.784930456
bin_121,Rhodospirillales,bin.121_02508,PF09928,Predicted small integral membrane protein (DUF2160),IPR018678,"Protein of unknown function DUF2160, transmembrane",-,NODE_192560_length_2964_cov_19.376762_4,0.010412115,23.69122807,285,bin_121,0.004432167,0.003359567,1.779975651
bin_8,Azospirillales,bin.8_03339,PF01012,Electron transfer flavoprotein domain,IPR014730,"Electron transfer flavoprotein, alpha/beta-subunit, N-terminal",-,NODE_194866_length_2943_cov_7.944945_2,0.010361704,27.22266667,750,bin_8,0.004432167,0.003359567,1.764970444
bin_128,Rhizobiales,bin.128_00444,PF00701,Dihydrodipicolinate synthetase family,IPR002220,DapA-like,GO:0016829,NODE_1635_length_53796_cov_33.587615_31,0.010339936,39.23068783,945,bin_128,0.004432167,0.003359567,1.758491038
bin_105,Parvibaculales,bin.105_02230,PF14489,QueF-like protein,IPR029500,NADPH-dependent 7-cyano-7-deazaguanine reductase QueF,GO:0008616|GO:0033739,NODE_432147_length_1831_cov_3.197072_3,0.010310795,9.370813397,418,bin_105,0.004432167,0.003359567,1.749817004
bin_128,Rhizobiales,bin.128_02509,PF08818,Domain of unknown function (DU1801),IPR014922,Domain of unknown function DUF1801,-,NODE_15149_length_14348_cov_31.495277_11,0.010282384,52.52487562,402,bin_128,0.004432167,0.003359567,1.74136026
bin_103,Rhizobiales,bin.103_01288,PF01042,Endoribonuclease L-PSP,IPR006175,YjgF/YER057c/UK114 family,-,NODE_59_length_13498_cov_5.333532_3,0.010231301,36.51282051,351,bin_103,0.004432167,0.003359567,1.726155027
bin_128,Rhizobiales,bin.128_00931,PF05853,beta-keto acid cleavage enzyme,IPR008567,3-keto-5-aminohexanoate cleavage enzyme,GO:0016740|GO:0019475,NODE_4186_length_32174_cov_29.019988_18,0.010208205,34.07255521,951,bin_128,0.004432167,0.003359567,1.719280332
bin_94,Rhizobiales,bin.94_00387,PF02617,ATP-dependent Clp protease adaptor protein ClpS,IPR003769,"Adaptor protein ClpS, core",GO:0030163,NODE_5_length_56432_cov_4.826120_51,0.010191198,12.49673203,306,bin_94,0.004432167,0.003359567,1.714218073
bin_79,Gammaproteobacteria,bin.79_01815,PF02867,"Ribonucleotide reductase, barrel domain",IPR000788,"Ribonucleotide reductase large subunit, C-terminal",GO:0006260,NODE_6169_length_25460_cov_41.309860_2,0.010064494,56.009298,2151,bin_79,0.004432167,0.003359567,1.67650369
bin_128,Rhizobiales,bin.128_03393,PF12120,Rifampin ADP-ribosyl transferase,IPR021975,Rifampin ADP-ribosyltransferase,-,NODE_39123_length_7713_cov_30.358710_2,0.010025712,49.88095238,336,bin_128,0.004432167,0.003359567,1.664959941
bin_8,Azospirillales,bin.8_02288,PF08240,Alcohol dehydrogenase GroES-like domain,IPR013154,"Alcohol dehydrogenase, N-terminal",-,NODE_26244_length_9996_cov_7.773463_8,0.010002544,23.91308594,1024,bin_8,0.004432167,0.003359567,1.658063814
bin_8,Azospirillales,bin.8_02288,PF00107,Zinc-binding dehydrogenase,IPR013149,"Alcohol dehydrogenase, C-terminal",-,NODE_26244_length_9996_cov_7.773463_8,0.010002544,23.91308594,1024,bin_8,0.004432167,0.003359567,1.658063814
bin_1,Burkholderiales,bin.1_03129,PF00543,Nitrogen regulatory protein P-II,IPR002187,Nitrogen regulatory protein PII,GO:0006808|GO:0030234,NODE_31525_length_8878_cov_61.961238_4,0.009990765,68.30088496,339,bin_1,0.004432167,0.003359567,1.654557708
bin_189,Rhizobiales,bin.189_01328,PF06844,Protein of unknown function (DUF1244),IPR023163,SMc04008-like domain,-,NODE_86271_length_4769_cov_4.514425_4,0.009965954,23.49174917,303,bin_189,0.004432167,0.003359567,1.64717253
bin_121,Rhodospirillales,bin.121_00226,PF00578,AhpC/TSA family,IPR000866,Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant,GO:0016209|GO:0016491,NODE_9299_length_19551_cov_20.428344_4,0.009957377,26.88736682,657,bin_121,0.004432167,0.003359567,1.644619523
bin_121,Rhodospirillales,bin.121_00226,PF10417,C-terminal domain of 1-Cys peroxiredoxin,IPR019479,"Peroxiredoxin, C-terminal",GO:0051920,NODE_9299_length_19551_cov_20.428344_4,0.009957377,26.88736682,657,bin_121,0.004432167,0.003359567,1.644619523
bin_17,Deinococcales,bin.17_00035,PF11071,Nucleoside 2-deoxyribosyltransferase YtoQ,IPR019884,YtoQ family protein,-,NODE_1311_length_59803_cov_32.099535_38,0.009932713,35.90380313,447,bin_17,0.004432167,0.003359567,1.637278101
bin_121,Rhodospirillales,bin.121_02201,PF00085,Thioredoxin,IPR013766,Thioredoxin domain,-,NODE_127730_length_3782_cov_22.887845_1,0.009918112,42.32075472,318,bin_121,0.004432167,0.003359567,1.632932005
bin_189,Rhizobiales,bin.189_02272,PF03952,"Enolase, N-terminal domain",IPR020811,"Enolase, N-terminal",-,NODE_206156_length_2845_cov_5.230108_3,0.009821285,14.18062088,1063,bin_189,0.004432167,0.003359567,1.604110733
bin_189,Rhizobiales,bin.189_02272,PF00113,"Enolase, C-terminal TIM barrel domain",IPR020810,"Enolase, C-terminal TIM barrel domain",-,NODE_206156_length_2845_cov_5.230108_3,0.009821285,14.18062088,1063,bin_189,0.004432167,0.003359567,1.604110733
bin_49,Thalassobaculales,bin.49_03035,PF05853,beta-keto acid cleavage enzyme,IPR008567,3-keto-5-aminohexanoate cleavage enzyme,GO:0016740|GO:0019475,NODE_56250_length_6163_cov_6.832678_4,0.009796718,17.28648649,740,bin_49,0.004432167,0.003359567,1.596798183
bin_105,Parvibaculales,bin.105_02439,PF00011,Hsp20/alpha crystallin family,IPR002068,Alpha crystallin/Hsp20 domain,-,NODE_549160_length_1586_cov_4.687133_3,0.009791163,11.45170455,352,bin_105,0.004432167,0.003359567,1.595144697
bin_103,Rhizobiales,bin.103_01756,PF00472,RF-1 domain,IPR000352,Peptide chain release factor class I,GO:0003747|GO:0006415,NODE_98_length_9777_cov_6.866804_2,0.009750498,42.34575569,966,bin_103,0.004432167,0.003359567,1.583040459
bin_103,Rhizobiales,bin.103_01756,PF03462,PCRF domain,IPR005139,Peptide chain release factor,GO:0006415,NODE_98_length_9777_cov_6.866804_2,0.009750498,42.34575569,966,bin_103,0.004432167,0.003359567,1.583040459
bin_8,Azospirillales,bin.8_02609,PF00625,Guanylate kinase,IPR008145,Guanylate kinase/L-type calcium channel beta subunit,-,NODE_36661_length_8041_cov_6.979965_3,0.009731397,20.33279483,619,bin_8,0.004432167,0.003359567,1.577354905
bin_94,Rhizobiales,bin.94_02668,PF01641,SelR domain,IPR002579,Peptide methionine sulphoxide reductase MrsB,GO:0033743,NODE_101_length_12433_cov_5.627226_18,0.009685676,14.26630435,368,bin_94,0.004432167,0.003359567,1.563745711
bin_8,Azospirillales,bin.8_01612,PF02417,Chromate transporter,IPR003370,Chromate transporter,GO:0015109|GO:0015703,NODE_14347_length_14868_cov_7.344967_12,0.009683016,23.22968198,1415,bin_8,0.004432167,0.003359567,1.562953942
bin_8,Azospirillales,bin.8_01612,PF02417,Chromate transporter,IPR003370,Chromate transporter,GO:0015109|GO:0015703,NODE_14347_length_14868_cov_7.344967_12,0.009683016,23.22968198,1415,bin_8,0.004432167,0.003359567,1.562953942
bin_8,Azospirillales,bin.8_01830,PF00005,ABC transporter,IPR003439,ABC transporter-like,GO:0005524,NODE_16767_length_13413_cov_7.895868_2,0.009678675,20.24734043,752,bin_8,0.004432167,0.003359567,1.561661812
bin_103,Rhizobiales,bin.103_01777,PF01658,Myo-inositol-1-phosphate synthase,IPR013021,"Myo-inositol-1-phosphate synthase, GAPDH-like",-,NODE_100_length_9632_cov_11.267923_8,0.009642897,45.88405797,1104,bin_103,0.004432167,0.003359567,1.551012225
bin_128,Rhizobiales,bin.128_01208,PF00528,Binding-protein-dependent transport system inner membrane component,IPR000515,"ABC transporter type 1, transmembrane domain MetI-like",GO:0016020|GO:0055085,NODE_6096_length_25631_cov_33.629614_20,0.009599832,40.12616202,753,bin_128,0.004432167,0.003359567,1.53819361
bin_49,Thalassobaculales,bin.49_02614,PF02653,Branched-chain amino acid transport system / permease component,IPR001851,"ABC transporter, permease",GO:0016021|GO:0022857|GO:0055085,NODE_42693_length_7308_cov_6.500758_6,0.009578549,22.69031532,888,bin_49,0.004432167,0.003359567,1.531858567
bin_128,Rhizobiales,bin.128_02703,PF01638,HxlR-like helix-turn-helix,IPR002577,"Helix-turn-helix, HxlR type",-,NODE_17515_length_13045_cov_31.712009_6,0.009554524,36.17558299,729,bin_128,0.004432167,0.003359567,1.524707348
bin_121,Rhodospirillales,bin.121_00900,PF01925,Sulfite exporter TauE/SafE,IPR002781,Transmembrane protein TauE-like,GO:0016021,NODE_23250_length_10837_cov_19.475886_10,0.009544954,20.58746736,766,bin_121,0.004432167,0.003359567,1.521858767
bin_103,Rhizobiales,bin.103_02133,PF06253,Trimethylamine methyltransferase (MTTB),IPR010426,Trimethylamine methyltransferase,GO:0008168|GO:0015948,NODE_145_length_7110_cov_7.628608_5,0.00951935,37.32629559,1563,bin_103,0.004432167,0.003359567,1.514237547
bin_181,UBA727,bin.181_03218,PF01507,Phosphoadenosine phosphosulfate reductase family,IPR002500,Phosphoadenosine phosphosulphate reductase,GO:0003824,NODE_157921_length_3333_cov_3.828249_3,0.009505169,14.27150538,744,bin_181,0.004432167,0.003359567,1.510016468
bin_115,Nitriliruptorales,bin.115_02203,PF02694,"Uncharacterised BCR, YnfA/UPF0060 family",IPR003844,Uncharacterised protein family UPF0060,GO:0016020,NODE_34_length_36675_cov_18.670993_39,0.009484979,125.0660661,333,bin_115,0.004432167,0.003359567,1.504006765
bin_8,Azospirillales,bin.8_01750,PF12804,MobA-like NTP transferase domain,IPR025877,MobA-like NTP transferase,-,NODE_16077_length_13795_cov_7.340975_8,0.009476853,21.20259319,617,bin_8,0.004432167,0.003359567,1.501588001
bin_128,Rhizobiales,bin.128_02981,PF04267,"Sarcosine oxidase, delta subunit family",IPR006279,"Sarcosine oxidase, delta subunit, heterotetrameric",GO:0008115|GO:0046653,NODE_22135_length_11183_cov_36.243979_2,0.009464441,52.45666667,300,bin_128,0.004432167,0.003359567,1.497893477
bin_99,Rhodothermales,bin.99_00490,PF00085,Thioredoxin,IPR013766,Thioredoxin domain,-,NODE_44897_length_7079_cov_5.093536_2,0.009436001,14.7414966,294,bin_99,0.004432167,0.003359567,1.489428101
bin_8,Azospirillales,bin.8_01544,PF17871,AAA lid domain,IPR041546,"ClpA/ClpB, AAA lid domain",-,NODE_13602_length_15379_cov_6.962412_5,0.009392024,25.20101089,2572,bin_8,0.004432167,0.003359567,1.476338022
bin_8,Azospirillales,bin.8_01544,PF00004,ATPase family associated with various cellular activities (AAA),IPR003959,"ATPase, AAA-type, core",GO:0005524|GO:0016887,NODE_13602_length_15379_cov_6.962412_5,0.009392024,25.20101089,2572,bin_8,0.004432167,0.003359567,1.476338022
bin_8,Azospirillales,bin.8_01544,PF07724,AAA domain (Cdc48 subfamily),IPR003959,"ATPase, AAA-type, core",GO:0005524|GO:0016887,NODE_13602_length_15379_cov_6.962412_5,0.009392024,25.20101089,2572,bin_8,0.004432167,0.003359567,1.476338022
bin_8,Azospirillales,bin.8_01544,PF10431,"C-terminal, D2-small domain, of ClpB protein",IPR019489,"Clp ATPase, C-terminal",-,NODE_13602_length_15379_cov_6.962412_5,0.009392024,25.20101089,2572,bin_8,0.004432167,0.003359567,1.476338022
bin_8,Azospirillales,bin.8_01544,PF10431,"C-terminal, D2-small domain, of ClpB protein",IPR019489,"Clp ATPase, C-terminal",-,NODE_13602_length_15379_cov_6.962412_5,0.009392024,25.20101089,2572,bin_8,0.004432167,0.003359567,1.476338022
bin_8,Azospirillales,bin.8_01544,PF07724,AAA domain (Cdc48 subfamily),IPR003959,"ATPase, AAA-type, core",GO:0005524|GO:0016887,NODE_13602_length_15379_cov_6.962412_5,0.009392024,25.20101089,2572,bin_8,0.004432167,0.003359567,1.476338022
bin_8,Azospirillales,bin.8_01544,PF17871,AAA lid domain,IPR041546,"ClpA/ClpB, AAA lid domain",-,NODE_13602_length_15379_cov_6.962412_5,0.009392024,25.20101089,2572,bin_8,0.004432167,0.003359567,1.476338022
bin_8,Azospirillales,bin.8_01544,PF02861,"Clp amino terminal domain, pathogenicity island component",IPR004176,"Clp,  repeat (R) domain",-,NODE_13602_length_15379_cov_6.962412_5,0.009392024,25.20101089,2572,bin_8,0.004432167,0.003359567,1.476338022
bin_8,Azospirillales,bin.8_01544,PF02861,"Clp amino terminal domain, pathogenicity island component",IPR004176,"Clp,  repeat (R) domain",-,NODE_13602_length_15379_cov_6.962412_5,0.009392024,25.20101089,2572,bin_8,0.004432167,0.003359567,1.476338022
bin_8,Azospirillales,bin.8_01544,PF02861,"Clp amino terminal domain, pathogenicity island component",IPR004176,"Clp,  repeat (R) domain",-,NODE_13602_length_15379_cov_6.962412_5,0.009392024,25.20101089,2572,bin_8,0.004432167,0.003359567,1.476338022
bin_8,Azospirillales,bin.8_01544,PF10431,"C-terminal, D2-small domain, of ClpB protein",IPR019489,"Clp ATPase, C-terminal",-,NODE_13602_length_15379_cov_6.962412_5,0.009392024,25.20101089,2572,bin_8,0.004432167,0.003359567,1.476338022
bin_8,Azospirillales,bin.8_01544,PF10431,"C-terminal, D2-small domain, of ClpB protein",IPR019489,"Clp ATPase, C-terminal",-,NODE_13602_length_15379_cov_6.962412_5,0.009392024,25.20101089,2572,bin_8,0.004432167,0.003359567,1.476338022
bin_8,Azospirillales,bin.8_01544,PF00004,ATPase family associated with various cellular activities (AAA),IPR003959,"ATPase, AAA-type, core",GO:0005524|GO:0016887,NODE_13602_length_15379_cov_6.962412_5,0.009392024,25.20101089,2572,bin_8,0.004432167,0.003359567,1.476338022
bin_8,Azospirillales,bin.8_01544,PF17871,AAA lid domain,IPR041546,"ClpA/ClpB, AAA lid domain",-,NODE_13602_length_15379_cov_6.962412_5,0.009392024,25.20101089,2572,bin_8,0.004432167,0.003359567,1.476338022
bin_8,Azospirillales,bin.8_01544,PF02861,"Clp amino terminal domain, pathogenicity island component",IPR004176,"Clp,  repeat (R) domain",-,NODE_13602_length_15379_cov_6.962412_5,0.009392024,25.20101089,2572,bin_8,0.004432167,0.003359567,1.476338022
bin_8,Azospirillales,bin.8_01544,PF02861,"Clp amino terminal domain, pathogenicity island component",IPR004176,"Clp,  repeat (R) domain",-,NODE_13602_length_15379_cov_6.962412_5,0.009392024,25.20101089,2572,bin_8,0.004432167,0.003359567,1.476338022
bin_8,Azospirillales,bin.8_01544,PF02861,"Clp amino terminal domain, pathogenicity island component",IPR004176,"Clp,  repeat (R) domain",-,NODE_13602_length_15379_cov_6.962412_5,0.009392024,25.20101089,2572,bin_8,0.004432167,0.003359567,1.476338022
bin_8,Azospirillales,bin.8_01544,PF02861,"Clp amino terminal domain, pathogenicity island component",IPR004176,"Clp,  repeat (R) domain",-,NODE_13602_length_15379_cov_6.962412_5,0.009392024,25.20101089,2572,bin_8,0.004432167,0.003359567,1.476338022
bin_8,Azospirillales,bin.8_01544,PF02861,"Clp amino terminal domain, pathogenicity island component",IPR004176,"Clp,  repeat (R) domain",-,NODE_13602_length_15379_cov_6.962412_5,0.009392024,25.20101089,2572,bin_8,0.004432167,0.003359567,1.476338022
bin_8,Azospirillales,bin.8_01544,PF07724,AAA domain (Cdc48 subfamily),IPR003959,"ATPase, AAA-type, core",GO:0005524|GO:0016887,NODE_13602_length_15379_cov_6.962412_5,0.009392024,25.20101089,2572,bin_8,0.004432167,0.003359567,1.476338022
bin_8,Azospirillales,bin.8_01544,PF07724,AAA domain (Cdc48 subfamily),IPR003959,"ATPase, AAA-type, core",GO:0005524|GO:0016887,NODE_13602_length_15379_cov_6.962412_5,0.009392024,25.20101089,2572,bin_8,0.004432167,0.003359567,1.476338022
bin_8,Azospirillales,bin.8_01544,PF00004,ATPase family associated with various cellular activities (AAA),IPR003959,"ATPase, AAA-type, core",GO:0005524|GO:0016887,NODE_13602_length_15379_cov_6.962412_5,0.009392024,25.20101089,2572,bin_8,0.004432167,0.003359567,1.476338022
